0	1	2	3
chr1	180350000	180450000	early
chr1	181500000	181600000	earlymid
chr1	182700000	182900000	earlymid
chr1	184150000	184350000	latemid
chr1	185000000	185150000	early
chr1	185850000	186400000	latemid
chr1	186900000	187100000	latemid
chr1	187950000	188350000	late
chr1	189200000	189450000	latemid
chr1	190300000	190350000	latemid
chr1	191150000	191550000	early
chr1	192300000	192600000	earlymid
chr1	192950000	193000000	earlymid
chr1	194000000	194450000	late
chr2	4000000	4150000	latemid
chr2	4650000	4850000	early
chr2	5150000	5550000	early
chr2	7400000	9100000	late
chr2	10050000	10150000	early
chr2	10800000	11100000	latemid
chr2	12000000	12200000	latemid
chr2	12650000	12950000	latemid
chr2	13700000	13800000	early
chr2	14450000	14750000	latemid
chr2	15450000	15650000	late
chr2	16500000	17000000	late
chr2	18600000	18950000	earlymid
chr2	19700000	19900000	latemid
chr2	21700000	22200000	late
chr2	24050000	24150000	late
chr2	25000000	25150000	early
chr2	25700000	25800000	early
chr2	26200000	26300000	early
chr2	27050000	27250000	early
chr2	27950000	28150000	earlymid
chr2	28750000	28800000	early
chr2	29250000	29500000	early
chr2	30550000	30650000	early
chr2	31250000	31450000	early
chr2	31850000	32000000	early
chr2	32400000	32500000	early
chr2	33150000	33350000	early
chr2	33800000	34050000	early
chr2	35100000	35250000	early
chr2	35950000	36000000	earlymid
chr2	36600000	36850000	late
chr2	38000000	38150000	early
chr2	38800000	39100000	early
chr2	40050000	40950000	late
chr2	41250000	41400000	late
chr2	41600000	41700000	late
chr2	41800000	43700000	late
chr2	45600000	48200000	late
chr2	50400000	50700000	latemid
chr2	51250000	51700000	latemid
chr2	52300000	52600000	earlymid
chr2	52900000	52950000	early
chr2	53800000	55100000	late
chr2	55250000	56600000	late
chr2	57850000	57950000	late
chr2	58750000	58950000	earlymid
chr2	59450000	59800000	early
chr2	61100000	61400000	latemid
chr2	62800000	64750000	late
chr2	66500000	67900000	late
chr2	69250000	69350000	earlymid
chr2	70200000	70450000	earlymid
chr2	71500000	71700000	early
chr2	72100000	72350000	earlymid
chr2	72600000	72750000	earlymid
chr2	73300000	73500000	early
chr2	74200000	74400000	earlymid
chr2	74950000	75300000	earlymid
chr2	76200000	76250000	earlymid
chr2	76750000	76900000	earlymid
chr2	78400000	78600000	late
chr2	79850000	80150000	latemid
chr2	81200000	83050000	late
chr2	84000000	84250000	latemid
chr2	85650000	86350000	late
chr2	86450000	86850000	late
chr2	88250000	88400000	late
chr2	88450000	89250000	late
chr2	89350000	89450000	latemid
chr2	89600000	89850000	late
chr2	91050000	91450000	early
chr2	92150000	92300000	early
chr2	92750000	93400000	earlymid
chr2	94900000	101100000	late
chr2	102600000	102950000	latemid
chr2	103850000	104050000	early
chr2	104250000	104350000	early
chr2	105200000	105550000	earlymid
chr2	106150000	106500000	latemid
chr2	107350000	108600000	late
chr2	110650000	111650000	late
chr2	113050000	113200000	latemid
chr2	113450000	113650000	latemid
chr2	114800000	115100000	late
chr2	116400000	116650000	latemid
chr2	117650000	117900000	late
chr2	120000000	120500000	early
chr2	120950000	121250000	early
chr2	121700000	121750000	early
chr2	123000000	124550000	late
chr2	125300000	125550000	earlymid
chr2	126150000	126300000	latemid
chr2	127350000	127600000	early
chr2	128000000	128500000	earlymid
chr2	129850000	130150000	earlymid
chr2	130950000	131050000	early
chr2	131500000	131650000	early
chr2	132400000	132550000	early
chr2	133600000	134450000	late
chr2	136200000	136500000	latemid
chr2	137600000	138200000	late
chr2	138300000	139300000	late
chr2	140900000	142100000	late
chr2	143250000	143450000	latemid
chr2	145150000	145400000	late
chr2	146750000	146800000	earlymid
chr2	148200000	148350000	late
chr2	149150000	149450000	late
chr2	151200000	151450000	earlymid
chr2	151700000	151800000	earlymid
chr2	152450000	152650000	early
chr2	152950000	153050000	early
chr2	153900000	154100000	earlymid
chr2	154700000	154800000	early
chr2	155800000	155900000	early
chr2	156550000	156650000	early
chr2	156900000	157250000	early
chr2	157700000	157750000	early
chr2	158000000	158100000	early
chr2	158550000	158700000	early
chr2	159550000	159800000	late
chr2	161750000	162250000	late
chr2	163200000	163550000	early
chr2	163750000	163950000	early
chr2	164100000	164300000	early
chr2	164550000	164650000	early
chr2	165200000	165550000	earlymid
chr2	166350000	166500000	early
chr2	167150000	167250000	early
chr2	167750000	167900000	early
chr2	168400000	168600000	early
chr2	169400000	169600000	earlymid
chr2	171400000	171650000	latemid
chr2	173450000	173650000	earlymid
chr2	173950000	174000000	earlymid
chr2	174550000	174700000	earlymid
chr2	176950000	177000000	early
chr2	177450000	177550000	early
chr2	177700000	177750000	early
chr2	178650000	179050000	latemid
chr2	179600000	179650000	early
chr2	180400000	180550000	early
chr2	181050000	181150000	early
chr2	181350000	181500000	early
chr2	181750000	181950000	early
chr3	2950000	6750000	late
chr3	8100000	8250000	latemid
chr3	9150000	9450000	early
chr3	9900000	10100000	earlymid
chr3	11050000	11150000	late
chr3	11550000	13950000	late
chr3	14750000	14900000	earlymid
chr3	15550000	15700000	late
chr3	16900000	17550000	late
chr3	18750000	19000000	earlymid
chr3	19650000	19800000	latemid
chr3	20700000	21050000	late
chr3	23050000	23200000	late
chr3	23400000	26400000	late
chr3	27450000	27650000	early
chr3	28350000	28600000	earlymid
chr3	29450000	29800000	late
chr3	31600000	31900000	latemid
chr3	33300000	33450000	latemid
chr3	34250000	34450000	earlymid
chr3	35150000	35350000	latemid
chr3	36250000	36550000	earlymid
chr3	36900000	37050000	earlymid
chr3	38900000	40000000	late
chr3	42300000	45200000	late
chr3	45400000	50250000	late
chr3	51900000	52100000	latemid
chr3	52700000	53250000	latemid
chr3	53950000	54250000	late
chr3	56100000	56150000	late
chr3	57950000	58250000	earlymid
chr3	59400000	59500000	latemid
chr3	59750000	59850000	late
chr3	59950000	60050000	late
chr3	60350000	60450000	latemid
chr3	60950000	61100000	late
chr3	61500000	61800000	late
chr3	62450000	62750000	latemid
chr3	63600000	63650000	earlymid
chr3	64550000	64900000	late
chr3	66400000	66650000	late
chr3	67000000	67150000	latemid
chr3	67750000	68050000	latemid
chr3	68650000	68900000	early
chr3	69350000	69500000	earlymid
chr3	70350000	74950000	late
chr3	76250000	78400000	late
chr3	79100000	79250000	early
chr3	80300000	80450000	late
chr3	81750000	82000000	late
chr3	82500000	82800000	late
chr3	83150000	83500000	latemid
chr3	85250000	85400000	latemid
chr3	86400000	86500000	earlymid
chr3	87350000	87500000	early
chr3	88050000	88150000	early
chr3	89600000	89650000	early
chr3	91150000	92900000	late
chr3	93800000	94000000	late
chr3	95350000	95500000	early
chr3	95950000	96300000	early
chr3	97150000	97500000	early
chr3	98850000	99100000	late
chr3	99550000	99750000	late
chr3	101600000	102000000	early
chr3	102400000	102600000	earlymid
chr3	103450000	103700000	early
chr3	104050000	104150000	early
chr3	104250000	104400000	early
chr3	105300000	105500000	latemid
chr3	106200000	106400000	latemid
chr3	106650000	106950000	latemid
chr3	107450000	107650000	early
chr3	107700000	107800000	early
chr3	109650000	111250000	late
chr3	111500000	111550000	late
chr3	112650000	112850000	late
chr3	113300000	113400000	early
chr3	113950000	115150000	late
chr3	116000000	116150000	earlymid
chr3	117500000	118950000	late
chr3	119300000	119500000	late
chr3	120100000	120400000	late
chr3	121900000	122150000	early
chr3	122850000	122900000	early
chr3	123950000	126050000	late
chr3	128350000	128850000	late
chr3	130300000	130400000	latemid
chr3	130900000	130950000	earlymid
chr3	132000000	132300000	late
chr3	133050000	133300000	earlymid
chr3	134250000	134600000	late
chr3	136150000	136400000	late
chr3	137100000	137300000	late
chr3	138200000	138400000	earlymid
chr3	139600000	141750000	late
chr3	143500000	143800000	late
chr3	144950000	145300000	latemid
chr3	146250000	146300000	earlymid
chr3	147350000	148450000	late
chr3	149450000	151600000	late
chr3	152900000	153000000	earlymid
chr3	153550000	153650000	earlymid
chr3	155200000	155750000	late
chr3	155850000	156250000	late
chr3	156450000	156500000	late
chr3	156550000	156900000	late
chr3	158700000	159150000	late
chr4	3000000	3100000	late
chr4	4500000	4700000	latemid
chr4	5050000	5300000	late
chr4	6050000	6200000	latemid
chr4	7300000	7450000	late
chr4	8300000	8450000	earlymid
chr4	9250000	9650000	latemid
chr4	10050000	10150000	late
chr4	11350000	11550000	early
chr4	12550000	12700000	late
chr4	13300000	13600000	late
chr4	14000000	14250000	late
chr4	15600000	15850000	latemid
chr4	17300000	17900000	late
chr4	18700000	19100000	late
chr4	20700000	20950000	late
chr4	22900000	23600000	late
chr4	24900000	25550000	earlymid
chr4	25950000	26200000	latemid
chr4	26700000	26800000	late
chr4	27400000	28650000	late
chr4	29200000	31400000	late
chr4	32150000	32400000	earlymid
chr4	33950000	34150000	latemid
chr4	36200000	39300000	late
chr4	40450000	40500000	earlymid
chr4	41850000	41900000	early
chr4	42800000	42900000	early
chr4	43300000	43350000	early
chr4	43550000	43800000	early
chr4	44400000	44750000	early
chr4	45150000	45300000	early
chr4	45950000	46050000	earlymid
chr4	47000000	47250000	latemid
chr4	47700000	47800000	latemid
chr4	49100000	49350000	late
chr4	49950000	51950000	late
chr4	54200000	54500000	latemid
chr4	55050000	55250000	early
chr4	56050000	56250000	latemid
chr4	57450000	57600000	early
chr4	58200000	58350000	earlymid
chr4	60100000	60200000	latemid
chr4	60600000	61250000	early
chr4	61500000	61600000	late
chr4	61750000	61800000	latemid
chr4	63000000	63200000	latemid
chr4	64100000	69500000	late
chr4	70350000	70500000	earlymid
chr4	71400000	71450000	late
chr4	71650000	71750000	late
chr4	72500000	72750000	late
chr4	72900000	73600000	late
chr4	74950000	75100000	late
chr4	76450000	77250000	late
chr4	77450000	80550000	late
chr4	81500000	81800000	late
chr4	82700000	82950000	earlymid
chr4	83950000	84050000	latemid
chr4	84400000	84600000	latemid
chr4	85800000	86000000	latemid
chr4	87250000	87600000	latemid
chr4	88600000	89000000	latemid
chr4	90000000	90750000	late
chr4	91900000	93900000	late
chr4	96200000	97600000	late
chr4	99250000	99450000	early
chr4	100200000	100450000	latemid
chr4	100850000	100950000	earlymid
chr4	101700000	101800000	early
chr4	102400000	102650000	late
chr4	103900000	104050000	late
chr4	105700000	106000000	latemid
chr4	107500000	107700000	earlymid
chr4	108450000	108600000	early
chr4	109750000	109900000	early
chr4	110750000	110900000	late
chr4	111950000	112150000	latemid
chr4	112300000	112400000	latemid
chr4	112750000	114350000	late
chr4	115300000	115450000	latemid
chr4	115850000	116050000	early
chr4	116300000	116400000	early
chr4	116850000	117000000	early
chr4	117650000	117800000	early
chr4	118650000	118800000	earlymid
chr4	119900000	120100000	earlymid
chr4	121900000	121950000	late
chr4	122200000	122300000	late
chr4	122500000	122600000	latemid
chr4	123050000	123250000	early
chr4	124200000	124300000	earlymid
chr4	124900000	125050000	early
chr4	125250000	125450000	early
chr4	125750000	125950000	early
chr4	126500000	126750000	early
chr4	128000000	128350000	latemid
chr4	130050000	130100000	early
chr4	131450000	131500000	earlymid
chr4	134550000	134750000	early
chr4	134950000	135150000	early
chr4	135700000	135800000	early
chr4	136950000	137200000	early
chr4	138050000	138200000	early
chr4	138500000	138700000	early
chr4	138850000	139050000	early
chr4	139700000	140400000	early
chr4	140800000	140900000	early
chr4	141850000	141950000	early
chr4	142650000	142750000	latemid
chr4	143650000	144000000	latemid
chr4	144550000	144650000	earlymid
chr4	145350000	145450000	early
chr4	145550000	145650000	early
chr4	145800000	145950000	early
chr4	146150000	146400000	early
chr4	146850000	147050000	early
chr4	147200000	147450000	early
chr4	147800000	147900000	early
chr4	148250000	148350000	early
chr4	148700000	148900000	early
chr4	149850000	150000000	early
chr4	150800000	150850000	early
chr4	151400000	151500000	earlymid
chr4	152950000	153100000	latemid
chr4	154200000	154450000	early
chr4	154700000	155000000	early
chr4	155300000	155400000	early
chr4	156100000	156350000	early
chr5	2950000	3050000	latemid
chr5	4700000	4950000	late
chr5	6050000	7550000	late
chr5	10000000	11750000	late
chr5	11850000	12100000	late
chr5	13200000	13550000	late
chr5	14550000	15700000	late
chr5	16150000	16250000	latemid
chr5	16550000	16750000	late
chr5	17350000	17650000	late
chr5	19450000	19750000	late
chr5	21300000	21500000	earlymid
chr5	22150000	22350000	latemid
chr5	22750000	23000000	latemid
chr5	23950000	24200000	early
chr5	24850000	25100000	early
chr5	26100000	26350000	late
chr5	27950000	28200000	early
chr5	28800000	28850000	latemid
chr5	30350000	30550000	earlymid
chr5	31250000	31450000	early
chr5	31850000	32000000	early
chr5	33100000	33300000	early
chr5	33950000	34100000	early
chr5	35150000	35350000	earlymid
chr5	36100000	36300000	earlymid
chr5	37550000	37600000	latemid
chr5	39950000	41200000	late
chr5	42300000	42900000	late
chr5	44650000	45050000	late
chr5	46400000	47600000	late
chr5	48950000	49500000	late
chr5	50650000	51650000	late
chr5	53000000	53150000	earlymid
chr5	54550000	55750000	late
chr5	55900000	60850000	late
chr5	61000000	62600000	late
chr5	64400000	64600000	early
chr5	64900000	65150000	early
chr5	66050000	66200000	early
chr5	66400000	66550000	early
chr5	66850000	67050000	earlymid
chr5	68450000	69050000	late
chr5	69900000	71450000	late
chr5	72450000	72650000	earlymid
chr5	73650000	73900000	earlymid
chr5	74400000	74550000	earlymid
chr5	74750000	74950000	earlymid
chr5	75250000	75350000	earlymid
chr5	75650000	76000000	earlymid
chr5	76400000	76750000	early
chr5	77950000	81350000	late
chr5	82000000	85550000	late
chr5	86550000	86650000	latemid
chr5	87350000	87600000	late
chr5	89300000	89850000	late
chr5	91100000	91200000	late
chr5	92500000	92650000	early
chr5	93600000	93650000	latemid
chr5	93800000	94350000	early
chr5	95750000	95800000	late
chr5	96600000	96650000	late
chr5	97700000	98050000	late
chr5	99300000	99500000	latemid
chr5	100150000	100200000	early
chr5	101100000	101450000	latemid
chr5	102500000	102900000	late
chr5	104150000	104300000	earlymid
chr5	105000000	105250000	latemid
chr5	106150000	106400000	latemid
chr5	107150000	107200000	earlymid
chr5	109000000	109300000	latemid
chr5	109900000	110050000	early
chr5	110550000	110650000	early
chr5	111450000	111750000	early
chr5	111900000	112050000	early
chr5	112700000	112800000	early
chr5	113450000	113550000	early
chr5	114200000	114500000	early
chr5	115750000	115950000	early
chr5	116050000	116250000	early
chr5	116650000	117000000	early
chr5	117600000	117800000	early
chr5	119000000	119150000	earlymid
chr5	119900000	120150000	early
chr5	121000000	121050000	early
chr5	121900000	122050000	early
chr5	122600000	122650000	early
chr5	123200000	123550000	early
chr5	123800000	124200000	early
chr5	124850000	125000000	early
chr5	126150000	126350000	late
chr5	128050000	128250000	earlymid
chr5	128700000	128850000	early
chr5	129250000	129600000	early
chr5	130700000	131200000	latemid
chr5	132850000	133400000	late
chr5	134750000	134850000	early
chr5	135400000	135550000	early
chr5	136400000	136450000	early
chr5	137050000	137250000	early
chr5	137400000	137550000	early
chr5	137850000	138000000	early
chr5	138450000	138600000	early
chr5	139600000	139700000	early
chr5	140100000	140150000	early
chr5	141450000	141700000	late
chr5	143550000	143800000	early
chr5	144300000	144700000	early
chr5	145700000	145800000	late
chr5	146350000	146600000	earlymid
chr5	147100000	147350000	early
chr5	147600000	147750000	early
chr5	148100000	148150000	early
chr5	149350000	149400000	early
chr5	149750000	150050000	early
chr5	151200000	151250000	latemid
chr6	3000000	3200000	late
chr6	3850000	4300000	late
chr6	5650000	5750000	latemid
chr6	7050000	7250000	latemid
chr6	8000000	8200000	earlymid
chr6	9200000	9650000	late
chr6	9700000	11400000	late
chr6	12500000	12700000	latemid
chr6	13200000	13400000	latemid
chr6	14450000	15100000	late
chr6	16450000	16650000	late
chr6	18250000	18450000	latemid
chr6	19100000	20650000	late
chr6	20750000	21600000	late
chr6	22750000	23100000	latemid
chr6	23550000	24100000	late
chr6	25250000	25500000	late
chr6	26150000	27750000	late
chr6	28500000	28700000	earlymid
chr6	30800000	30850000	earlymid
chr6	32150000	32350000	latemid
chr6	32800000	33050000	earlymid
chr6	33550000	33600000	earlymid
chr6	34400000	34750000	earlymid
chr6	36150000	36450000	late
chr6	38000000	38200000	early
chr6	38800000	39100000	early
chr6	40050000	40300000	latemid
chr6	40950000	41500000	late
chr6	42700000	43150000	late
chr6	44300000	46650000	late
chr6	48250000	48400000	earlymid
chr6	49700000	50000000	latemid
chr6	50750000	50950000	latemid
chr6	51650000	51900000	early
chr6	52300000	52600000	early
chr6	53300000	53450000	latemid
chr6	54150000	54450000	earlymid
chr6	55800000	56250000	late
chr6	57750000	58150000	late
chr6	58900000	58950000	earlymid
chr6	59650000	60000000	late
chr6	60600000	60900000	latemid
chr6	61850000	64300000	late
chr6	65500000	65550000	latemid
chr6	66200000	66300000	latemid
chr6	68250000	69650000	late
chr6	70250000	70500000	latemid
chr6	72000000	72200000	early
chr6	73850000	81500000	late
chr6	82050000	82200000	latemid
chr6	82900000	83000000	early
chr6	83450000	83600000	early
chr6	84350000	84450000	earlymid
chr6	85150000	85300000	early
chr6	85700000	85750000	early
chr6	86050000	86200000	early
chr6	87300000	87500000	earlymid
chr6	88100000	88450000	early
chr6	89050000	89200000	earlymid
chr6	89850000	90050000	latemid
chr6	90700000	90950000	early
chr6	91250000	91350000	early
chr6	91850000	92150000	early
chr6	92300000	92500000	early
chr6	93050000	93350000	latemid
chr6	94150000	94250000	early
chr6	95500000	95600000	latemid
chr6	96250000	96550000	late
chr6	97500000	97700000	earlymid
chr6	98400000	98950000	late
chr6	102150000	106450000	late
chr6	107050000	107550000	late
chr6	108300000	108450000	early
chr6	109400000	111450000	late
chr6	111550000	111700000	late
chr6	114150000	114500000	latemid
chr6	115150000	115300000	earlymid
chr6	115900000	116150000	early
chr6	116950000	117350000	late
chr6	118200000	118450000	earlymid
chr6	118800000	119000000	latemid
chr6	119600000	119800000	early
chr6	120550000	120650000	early
chr6	121750000	121900000	latemid
chr6	123400000	123450000	late
chr6	123600000	123950000	late
chr6	125250000	125350000	early
chr6	126150000	126350000	late
chr6	127500000	127600000	latemid
chr6	129600000	131050000	late
chr6	131800000	132950000	late
chr6	134100000	134200000	early
chr6	135950000	136050000	latemid
chr6	136750000	137300000	earlymid
chr6	138500000	139450000	late
chr6	141650000	141950000	late
chr6	143800000	143900000	late
chr6	144550000	144600000	latemid
chr6	145950000	146150000	latemid
chr6	147550000	147800000	latemid
chr6	148300000	148600000	early
chr6	149150000	149550000	early
chr7	2950000	3050000	early
chr7	3400000	3550000	early
chr7	3750000	3800000	early
chr7	4150000	4300000	early
chr7	5550000	5750000	latemid
chr7	6750000	6850000	earlymid
chr7	7500000	7650000	late
chr7	8250000	8950000	earlymid
chr7	9050000	9250000	late
chr7	9900000	11950000	late
chr7	13700000	13950000	late
chr7	14750000	15300000	late
chr7	16050000	16150000	early
chr7	16500000	16700000	early
chr7	17800000	18100000	late
chr7	20150000	20500000	earlymid
chr7	20800000	21000000	latemid
chr7	21450000	22850000	latemid
chr7	23200000	23350000	late
chr7	24650000	24800000	early
chr7	24950000	25150000	early
chr7	25500000	25600000	early
chr7	25950000	26050000	earlymid
chr7	26100000	26150000	early
chr7	26350000	26500000	latemid
chr7	28100000	28150000	early
chr7	29050000	29150000	early
chr7	29600000	29700000	early
chr7	30350000	30550000	early
chr7	30700000	30750000	early
chr7	31900000	32200000	late
chr7	32650000	33050000	late
chr7	34450000	34550000	early
chr7	34950000	35100000	early
chr7	36250000	36400000	late
chr7	36900000	37100000	latemid
chr7	38650000	38800000	late
chr7	39100000	39200000	late
chr7	40300000	40650000	late
chr7	41950000	42200000	latemid
chr7	42900000	43050000	early
chr7	43900000	44100000	earlymid
chr7	44550000	44750000	early
chr7	46150000	46450000	earlymid
chr7	47600000	48350000	late
chr7	50500000	51450000	late
chr7	52150000	52350000	latemid
chr7	52950000	55150000	late
chr7	56850000	57150000	late
chr7	58500000	58900000	late
chr7	59800000	59850000	late
chr7	60600000	61950000	late
chr7	62000000	62050000	late
chr7	62700000	62850000	late
chr7	64500000	64850000	earlymid
chr7	65000000	65050000	earlymid
chr7	66200000	66400000	early
chr7	66900000	67150000	latemid
chr7	67550000	67700000	earlymid
chr7	67800000	68150000	earlymid
chr7	69050000	70100000	late
chr7	71150000	71300000	late
chr7	71600000	71850000	late
chr7	72450000	72850000	latemid
chr7	74400000	74750000	late
chr7	76450000	77250000	late
chr7	77900000	78200000	late
chr7	79500000	79900000	early
chr7	82350000	82450000	earlymid
chr7	83250000	83550000	latemid
chr7	84350000	84600000	earlymid
chr7	85350000	86550000	late
chr7	87450000	87950000	late
chr7	88700000	88800000	late
chr7	89550000	89650000	earlymid
chr7	90900000	92000000	late
chr7	93500000	95400000	late
chr7	96350000	96650000	earlymid
chr7	97000000	97150000	early
chr7	97900000	98100000	early
chr7	98350000	98550000	early
chr7	98950000	99100000	early
chr7	99600000	99800000	early
chr7	100950000	101150000	early
chr7	101500000	101650000	early
chr7	103100000	103700000	late
chr7	104200000	104350000	earlymid
chr7	104700000	104950000	late
chr7	105650000	105850000	earlymid
chr7	106300000	106650000	late
chr7	108300000	108600000	latemid
chr7	109700000	109850000	early
chr7	111450000	111700000	latemid
chr7	112200000	112300000	earlymid
chr7	112750000	113050000	early
chr7	113800000	113900000	earlymid
chr7	115050000	115450000	late
chr7	116950000	117250000	latemid
chr7	118350000	118600000	early
chr7	119350000	119500000	latemid
chr7	120150000	120400000	earlymid
chr7	121300000	121550000	latemid
chr7	122550000	122700000	earlymid
chr7	124500000	124550000	late
chr7	124750000	124900000	late
chr7	126800000	127000000	early
chr7	127300000	127450000	early
chr7	128100000	128300000	early
chr7	129150000	129500000	latemid
chr7	129650000	129900000	latemid
chr7	131750000	132100000	latemid
chr7	132950000	133100000	early
chr7	133350000	133500000	early
chr7	134250000	134350000	latemid
chr7	134950000	135200000	latemid
chr7	135850000	136400000	latemid
chr7	136950000	137050000	latemid
chr7	137950000	138200000	late
chr7	139000000	139250000	early
chr7	139450000	139850000	early
chr7	140450000	140500000	earlymid
chr7	142350000	142500000	earlymid
chr7	143200000	143450000	early
chr7	143950000	144250000	earlymid
chr7	145000000	145100000	early
chr8	3900000	4000000	earlymid
chr8	5550000	8150000	late
chr8	9400000	9650000	late
chr8	10000000	10400000	late
chr8	12100000	12250000	earlymid
chr8	13450000	13750000	early
chr8	14450000	14700000	latemid
chr8	15450000	15600000	latemid
chr8	16350000	17550000	late
chr8	19400000	19450000	latemid
chr8	20050000	20350000	early
chr8	20450000	20650000	earlymid
chr8	21100000	21250000	late
chr8	21400000	21700000	late
chr8	22650000	22750000	early
chr8	23000000	23050000	early
chr8	23800000	24150000	latemid
chr8	24650000	24750000	earlymid
chr8	25350000	25450000	early
chr8	25850000	25950000	early
chr8	26450000	26750000	earlymid
chr8	28100000	28650000	late
chr8	28750000	30600000	late
chr8	31850000	32550000	late
chr8	33700000	33800000	early
chr8	34450000	34750000	earlymid
chr8	35500000	35900000	latemid
chr8	37400000	37850000	late
chr8	38050000	38600000	late
chr8	39450000	39850000	late
chr8	40750000	40900000	early
chr8	42100000	42400000	late
chr8	44000000	44450000	late
chr8	45450000	45700000	latemid
chr8	46300000	46400000	early
chr8	46750000	47050000	earlymid
chr8	47350000	47600000	early
chr8	48600000	48650000	earlymid
chr8	49550000	51000000	late
chr8	51450000	51900000	late
chr8	52150000	52650000	latemid
chr8	52850000	53350000	late
chr8	54850000	55750000	late
chr8	56800000	56950000	late
chr8	58300000	60250000	late
chr8	61250000	61350000	earlymid
chr8	62500000	63700000	late
chr8	65700000	66150000	late
chr8	67250000	67500000	late
chr8	68550000	68650000	earlymid
chr8	69350000	69600000	early
chr8	71050000	71200000	early
chr8	71800000	71850000	early
chr8	72000000	72100000	early
chr8	74050000	74350000	late
chr8	75800000	76650000	late
chr8	77700000	77950000	earlymid
chr8	78250000	78350000	early
chr8	78900000	79200000	earlymid
chr8	80150000	80350000	latemid
chr8	81600000	82300000	late
chr8	84300000	84500000	early
chr8	85200000	85300000	early
chr8	86150000	86350000	earlymid
chr8	87200000	87400000	earlymid
chr8	88400000	88750000	earlymid
chr8	89550000	89750000	latemid
chr8	90000000	90300000	latemid
chr8	91450000	91600000	earlymid
chr8	92200000	92650000	latemid
